date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:03:23	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202019%2021:03:22%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs//utilities/colors/	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs/utilities/colors/index.html	(from https://demos.creative-tim.com/argon-design-system/docs/foundation/typography.html)
14:03:23	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202019%2021:03:22%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs//utilities/text/	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs/utilities/text/index.html	(from https://demos.creative-tim.com/argon-design-system/docs/foundation/typography.html)
14:03:23	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b7bff4c-6c7db%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:23	3310/3310	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-cee%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/flags/US.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/flags/US.png	(from https://demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html)
14:03:24	3109/3109	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-c25%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/flags/DE.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/flags/DE.png	(from https://demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html)
14:03:25	3543/3543	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-dd7%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/flags/GB.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/flags/GB.png	(from https://demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html)
14:03:26	3248/3248	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-cb0%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/flags/FR.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/flags/FR.png	(from https://demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html)
14:03:28	651/651	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/index.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/index.html	(from https://demos.creative-tim.com/argon-design-system/docs/components/navbar.html)
14:03:28	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202019%2021:03:28%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/assets/img/brand/blue.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/assets/img/brand/blue.png	(from https://demos.creative-tim.com/argon-design-system/docs/components/navbar.html)
14:03:29	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202019%2021:03:29%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/argon-design-system/docs//utilities/flex/	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/argon-design-system/docs/utilities/flex/index.html	(from https://demos.creative-tim.com/argon-design-system/docs/components/pagination.html)
14:03:30	45330/45330	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-b112%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/promo-1.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/promo-1.png	(from https://demos.creative-tim.com/argon-design-system/examples/landing.html)
14:03:31	78301/78301	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b7bff4c-131dd%22	https://demos.creative-tim.com/argon-design-system/assets/img/ill/ill-2.svg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/ill/ill-2.svg	(from https://demos.creative-tim.com/argon-design-system/examples/landing.html)
